Category,Brand ,Name ,Type ,Color,Length,Diameter,Load Capacity,Rating (Stars),Player Level, Price 
Lines,Simmons,ExtraSilk - 140lb HK,Braided Line,Dark Green,120m,0.60mm,65kg,4,1,  49.80 
Lines,Syberia,Hybrid - 8lb 350m Black,Braided Line,Black,350m,0.11mm,3.5kg,2.5,1,  48.80 
Lines,Syberia,Hybrid - 11lb 350m Black,Braided Line,Black,350m,0.14mm,5kg,2.5,1,  48.80 
Lines,Syberia,Hybrid - 16lb 350m Black,Braided Line,Black,350m,0.16mm,7.2kg,2.5,1,  56.80 
Lines,Syberia,Hybrid - 22lb 350m Black,Braided Line,Black,350m,0.19mm,10kg,2.5,1,  62.90 
Lines,Syberia,Hybrid - 28lb 350m Black,Braided Line,Black,350m,0.24mm,12.5kg,2.5,1,  65.80 
Lines,Syberia,Hybrid - 35lb 350m Black,Braided Line,Black,350m,0.28mm,15kg,2.5,1,  68.80 
Lines,Syberia,Hybrid - 42lb 350m Black,Braided Line,Black,350m,0.33mm,19kg,2.5,1,  69.80 
Lines,Syberia,Hybrid - 55lb 350m Black,Braided Line,Black,350m,0.38mm,25kg,2.5,1,  72.80 
Lines,Syberia,Hybrid - 72lb 350m Black,Braided Line,Black,350m,0.40mm,33kg,2.5,1,  85.90 
Lines,Syberia,Hybrid - 8lb 350m Green,Braided Line,Dark Green,350m,0.11mm,3.5kg,2.5,1,  48.80 
Lines,Syberia,Hybrid - 11lb 350m Black,Braided Line,Dark Green,350m,0.14mm,5kg,2.5,1,  48.80 
Lines,Syberia,Hybrid - 16lb 350m Black,Braided Line,Dark Green,350m,0.16mm,7.2kg,2.5,1,  56.80 
Lines,Syberia,Hybrid - 22lb 350m Black,Braided Line,Dark Green,350m,0.19mm,10kg,2.5,1,  62.90 
Lines,Syberia,Hybrid - 28lb 350m Black,Braided Line,Dark Green,350m,0.24mm,12.5kg,2.5,1,  65.80 
Lines,Syberia,Hybrid - 35lb 350m Black,Braided Line,Dark Green,350m,0.28mm,15kg,2.5,1,  68.80 
Lines,Syberia,Hybrid - 42lb 350m Black,Braided Line,Dark Green,350m,0.33mm,19kg,2.5,1,  69.80 
Lines,Syberia,Hybrid - 55lb 350m Black,Braided Line,Dark Green,350m,0.38mm,25kg,2.5,1,  72.80 
Lines,Syberia,Hybrid - 72lb 350m Black,Braided Line,Dark Green,350m,0.40mm,33kg,2.5,1,  85.90 
Lines,Simmons,DevilBraid - 12lb Green,Braided Line,Dark Green,100m,0.10mm,5.4kg,4.5,1,  62.60 
Lines,Simmons,DevilBraid - 14lb Green,Braided Line,Dark Green,100m,0.12mm,6.5kg,4.5,1,  62.60 
Lines,Simmons,DevilBraid - 20lb Green,Braided Line,Dark Green,100m,0.16mm,9.2kg,4.5,1,  65.80 
Lines,Simmons,DevilBraid - 28lb Green,Braided Line,Dark Green,100m,0.20mm,12.8kg,4.5,1,  65.80 
Lines,Simmons,DevilBraid - 34lb Green,Braided Line,Dark Green,100m,0.23mm,15.6kg ,4.5,1,  65.80 
Lines,Simmons,DevilBraid - 48lb Green,Braided Line,Dark Green,100m,0.30mm,22kg ,4.5,1,  68.70 
Lines,Simmons,DevilBraid - 58lb Green,Braided Line,Dark Green,100m,0.34mm,26.5kg,4.5,1,  72.20 
Lines,Simmons,DevilBraid - 66lb Green,Braided Line,Dark Green,100m,0.36mm,30kg,4.5,1,  75.70 
Lines,Simmons,DevilBraid - 77lb Green,Braided Line,Dark Green,100m,0.38mm,35kg,4.5,1,  78.90 
Lines,Simmons,DevilBraid - 120lb Green,Braided Line,Dark Green,100m,0.50mm,55kg,4.5,1,  84.70 
Lines,Simmons,DevilBraid - 160lb Green,Braided Line,Dark Green,100m,0.58mm,74kg,4.5,1,  88.90 
Lines,Simmons,DevilBraid - 12lb Orange,Braided Line,Orange,100m,0.10mm,5.4kg,4.5,1,  62.60 
Lines,Simmons,DevilBraid - 14lb Orange,Braided Line,Orange,100m,0.12mm,6.5kg,4.5,1,  62.60 
Lines,Simmons,DevilBraid - 20lb Orange,Braided Line,Orange,100m,0.16mm,9.2kg,4.5,1,  65.80 
Lines,Simmons,DevilBraid - 28lb Orange,Braided Line,Orange,100m,0.20mm,12.8kg,4.5,1,  65.80 
Lines,Simmons,DevilBraid - 34lb Orange,Braided Line,Orange,100m,0.23mm,15.6kg ,4.5,1,  65.80 
Lines,Simmons,DevilBraid - 48lb Orange,Braided Line,Orange,100m,0.30mm,22kg ,4.5,1,  68.70 
Lines,Simmons,DevilBraid - 58lb Orange,Braided Line,Orange,100m,0.34mm,26.5kg,4.5,1,  72.20 
Lines,Simmons,DevilBraid - 66lb Orange,Braided Line,Orange,100m,0.36mm,30kg,4.5,1,  75.70 
Lines,Simmons,DevilBraid - 77lb Orange,Braided Line,Orange,100m,0.38mm,35kg,4.5,1,  78.90 
Lines,Simmons,DevilBraid - 120lb Orange,Braided Line,Orange,100m,0.50mm,55kg,4.5,1,  84.70 
Lines,Simmons,DevilBraid - 160lb Orange,Braided Line,Orange,100m,0.58mm,74kg,4.5,1,  88.90 
Lines,Snake,Power Braid 13lb GRN 100m,Braided Line,Green,100m,0.10mm,5.9kg,4.5,1,  79.70 
Lines,Snake,Power Braid 18lb GRN 100m,Braided Line,Green,100m,0.13mm,8.2kg,4.5,1,  79.70 
Lines,Snake,Power Braid 20lb GRN 100m,Braided Line,Green,100m,0.15mm,9.2kg ,4.5,1,  84.70 
Lines,Snake,Power Braid 26lb GRN 100m,Braided Line,Green,100m,0.18mm,12kg,4.5,1,  84.70 
Lines,Snake,Power Braid 30lb GRN 100m,Braided Line,Green,100m,0.20mm,13.5kg ,4.5,1,  88.70 
Lines,Snake,Power Braid 39lb GRN 100m,Braided Line,Green,100m,0.24mm,17.7kg,4.5,1,  88.70 
Lines,Snake,Power Braid 50lb GRN 100m,Braided Line,Green,100m,0.28mm,22.8kg,4.5,1,  92.70 
Lines,Snake,Power Braid 63lb GRN 100m,Braided Line,Green,100m,0.33mm,28.5kg,4.5,1,  92.70 
Lines,Snake,Power Braid 79lb GRN 100m,Braided Line,Green,100m,0.38mm,36kg ,4.5,1,  94.70 
Lines,Snake,Power Braid 86lb GRN 100m,Braided Line,Green,100m,0.42mm,39kg,4.5,1,  94.70 
Lines,Snake,Power Braid 99lb GRN 100m,Braided Line,Green,100m,0.48mm,45kg,4.5,1,  98.70 
Lines,Snake,Power Braid 13lb LIM 100m,Braided Line,Yellow-Green,100m,0.10mm,5.9kg,4.5,1,  79.70 
Lines,Snake,Power Braid 18lb LIM 100m,Braided Line,Yellow-Green,100m,0.13mm,8.2kg,4.5,1,  79.70 
Lines,Snake,Power Braid 20lb LIM 100m,Braided Line,Yellow-Green,100m,0.15mm,9.2kg ,4.5,1,  84.70 
Lines,Snake,Power Braid 26lb LIM 100m,Braided Line,Yellow-Green,100m,0.18mm,12kg,4.5,1,  84.70 
Lines,Snake,Power Braid 30lb LIM 100m,Braided Line,Yellow-Green,100m,0.20mm,13.5kg ,4.5,1,  88.70 
Lines,Snake,Power Braid 39lb LIM 100m,Braided Line,Yellow-Green,100m,0.24mm,17.7kg,4.5,1,  88.70 
Lines,Snake,Power Braid 50lb LIM 100m,Braided Line,Yellow-Green,100m,0.28mm,22.8kg,4.5,1,  92.70 
Lines,Snake,Power Braid 63lb LIM 100m,Braided Line,Yellow-Green,100m,0.33mm,28.5kg,4.5,1,  92.70 
Lines,Snake,Power Braid 79lb LIM 100m,Braided Line,Yellow-Green,100m,0.38mm,36kg ,4.5,1,  94.70 
Lines,Snake,Power Braid 86lb LIM 100m,Braided Line,Yellow-Green,100m,0.42mm,39kg,4.5,1,  94.70 
Lines,Snake,Power Braid 99lb LIM 100m,Braided Line,Yellow-Green,100m,0.48mm,45kg,4.5,1,  98.70 
Lines,Snake,Power Braid 13lb SMO 100m,Braided Line,Smoky Gray,100m,0.10mm,5.9kg,4.5,1,  79.70 
Lines,Snake,Power Braid 18lb SMO 100m,Braided Line,Smoky Gray,100m,0.13mm,8.2kg,4.5,1,  79.70 
Lines,Snake,Power Braid 20lb SMO 100m,Braided Line,Smoky Gray,100m,0.15mm,9.2kg ,4.5,1,  84.70 
Lines,Snake,Power Braid 26lb SMO 100m,Braided Line,Smoky Gray,100m,0.18mm,12kg,4.5,1,  84.70 
Lines,Snake,Power Braid 30lb SMO 100m,Braided Line,Smoky Gray,100m,0.20mm,13.5kg ,4.5,1,  88.70 
Lines,Snake,Power Braid 39lb SMO 100m,Braided Line,Smoky Gray,100m,0.24mm,17.7kg,4.5,1,  88.70 
Lines,Snake,Power Braid 50lb SMO 100m,Braided Line,Smoky Gray,100m,0.28mm,22.8kg,4.5,1,  92.70 
Lines,Snake,Power Braid 63lb SMO 100m,Braided Line,Smoky Gray,100m,0.33mm,28.5kg,4.5,1,  92.70 
Lines,Snake,Power Braid 79lb SMO 100m,Braided Line,Smoky Gray,100m,0.38mm,36kg ,4.5,1,  94.70 
Lines,Snake,Power Braid 86lb SMO 100m,Braided Line,Smoky Gray,100m,0.42mm,39kg,4.5,1,  94.70 
Lines,Snake,Power Braid 99lb SMO 100m,Braided Line,Smoky Gray,100m,0.48mm,45kg,4.5,1,  98.70 
Lines,Snake,Ultra Braid 12lb GRN 100m,Braided Line,Green,100m,0.10mm,5.4kg,5,1,  99.60 
Lines,Snake,Ultra Braid 15lb GRN 100m,Braided Line,Green,100m,0.12mm,6.9kg,5,1,  99.60 
Lines,Snake,Ultra Braid 21lb GRN 100m,Braided Line,Green,100m,0.16mm,9.5kg,5,1,  105.60 
Lines,Snake,Ultra Braid 27lb GRN 100m,Braided Line,Green,100m,0.18mm,12.2kg,5,1,  105.60 
Lines,Snake,Ultra Braid 29lb GRN 100m,Braided Line,Green,100m,0.20mm,13.3kg,5,1,  109.60 
Lines,Snake,Ultra Braid 36lb GRN 100m,Braided Line,Green,100m,0.23mm,16.4kg,5,1,  113.60 
Lines,Snake,Ultra Braid 51lb GRN 100m,Braided Line,Green,100m,0.30mm,23kg,5,1,  116.60 
Lines,Snake,Ultra Braid 64lb GRN 100m,Braided Line,Green,100m,0.34mm,29.2kg,5,1,  119.60 
Lines,Snake,Ultra Braid 70lb GRN 100m,Braided Line,Green,100m,0.36mm,32kg,5,1,  119.60 
Lines,Snake,Ultra Braid 128lb GRN 100m,Braided Line,Green,100m,0.50mm,58kg,5,1,  124.60 
Lines,Snake,Ultra Braid 176lb GRN 100m,Braided Line,Green,100m,0.58mm,80kg,5,1,  139.60 
Lines,Snake,Ultra Braid 12lb YLW 100m,Braided Line,Yellow  ,100m,0.10mm,5.4kg,5,1,  99.60 
Lines,Snake,Ultra Braid 15lb YLW 100m,Braided Line,Yellow  ,100m,0.12mm,6.9kg,5,1,  99.60 
Lines,Snake,Ultra Braid 21lb YLW 100m,Braided Line,Yellow  ,100m,0.16mm,9.5kg,5,1,  105.60 
Lines,Snake,Ultra Braid 27lb YLW 100m,Braided Line,Yellow  ,100m,0.18mm,12.2kg,5,1,  105.60 
Lines,Snake,Ultra Braid 29lb YLW 100m,Braided Line,Yellow  ,100m,0.20mm,13.3kg,5,1,  109.60 
Lines,Snake,Ultra Braid 36lb YLW 100m,Braided Line,Yellow  ,100m,0.23mm,16.4kg,5,1,  113.60 
Lines,Snake,Ultra Braid 51lb YLW 100m,Braided Line,Yellow  ,100m,0.30mm,23kg,5,1,  116.60 
Lines,Snake,Ultra Braid 64lb YLW 100m,Braided Line,Yellow  ,100m,0.34mm,29.2kg,5,1,  119.60 
Lines,Snake,Ultra Braid 70lb YLW 100m,Braided Line,Yellow  ,100m,0.36mm,32kg,5,1,  119.60 
Lines,Snake,Ultra Braid 128lb YLW 100m,Braided Line,Yellow  ,100m,0.50mm,58kg,5,1,  124.60 
Lines,Snake,Ultra Braid 176lb YLW 100m,Braided Line,Yellow  ,100m,0.58mm,80kg,5,1,  139.60 
Lines,Snake ,Micro Braid 6lb LBL 100m,Braided Line,Blue,100m,0.04mm,2.8kg,5,1,  99.70 
Lines,Snake ,Micro Braid 7lb LBL 100m,Braided Line,Blue,100m,0.06mm,3.3kg,5,1,  99.70 
Lines,Snake ,Micro Braid 8lb LBL 100m,Braided Line,Blue,100m,0.08mm,3.7kg,5,1,  99.70 
Lines,Snake ,Micro Braid 11lb LBL 100m,Braided Line,Blue,100m,0.10mm,5kg,5,1,  99.70 
Lines,Snake ,Micro Braid 16lb LBL 100m,Braided Line,Blue,100m,0.12mm,7.3kg,5,1,  99.70 
Lines,Snake ,Micro Braid 6lb ROS 100m,Braided Line,Pink,100m,0.04mm,2.8kg,5,1,  99.70 
Lines,Snake ,Micro Braid 7lb ROS 100m,Braided Line,Pink,100m,0.06mm,3.3kg,5,1,  99.70 
Lines,Snake ,Micro Braid 8lb ROS 100m,Braided Line,Pink,100m,0.08mm,3.7kg,5,1,  99.70 
Lines,Snake ,Micro Braid 11lb ROS 100m,Braided Line,Pink,100m,0.10mm,5kg,5,1,  99.70 
Lines,Snake ,Micro Braid 16lb ROS 100m,Braided Line,Pink,100m,0.12mm,7.3kg,5,1,  99.70 
Lines,Snake,Heavy Braid 132lb FIR 100m,Braided Line,Orange,100m,0.50mm,60kg,5,22,  114.60 
Lines,Snake,Heavy Braid 185lb FIR 100m,Braided Line,Orange,100m,0.58mm,84kg,5,22,  125.60 
Lines,Snake,Heavy Braid 242lb FIR 100m,Braided Line,Orange,100m,0.64mm,110kg,5,22,  149.60 
Lines,Snake,Heavy Braid 326lb FIR 100m,Braided Line,Orange,100m,0.70mm,148kg,5,22,  178.60 
Lines,Snake,Heavy Braid 420lb FIR 100m,Braided Line,Orange,100m,0.78mm,190.6kg,5,22,  199.60 
Lines,Snake,Heavy Braid 132lb WHT 100m,Braided Line,White,100m,0.50mm,60kg,5,22,  114.60 
Lines,Snake,Heavy Braid 185lb WHT 100m,Braided Line,White,100m,0.58mm,84kg,5,22,  125.60 
Lines,Snake,Heavy Braid 242lb WHT 100m,Braided Line,White,100m,0.64mm,110kg,5,22,  149.60 
Lines,Snake,Heavy Braid 326lb WHT 100m,Braided Line,White,100m,0.70mm,148kg,5,22,  178.60 
Lines,Snake,Heavy Braid 420lb WHT 100m,Braided Line,White,100m,0.78mm,190.6kg,5,22,  199.60 
Lines,Simmons,ExtraSilk - 6.5lb BL XL,Braided Line,Blue,150m,0.08mm,3kg,4,1,  132.80 
Lines,Simmons,ExtraSilk - 9lb BL XL,Braided Line,Blue,150m,0.10mm,4kg,4,1,  129.70 
Lines,Simmons,ExtraSilk - 12lb BL XL,Braided Line,Blue,150m,0.12mm,5.4kg,4,1,  126.70 
Lines,Simmons,ExtraSilk - 17lb BL XL,Braided Line,Blue,150m,0.15mm,8kg,4,1,  120.70 
Lines,Simmons,ExtraSilk - 22lb BL XL,Braided Line,Blue,150m,0.18mm,10.2kg,4,1,  120.70 
Lines,Simmons,ExtraSilk - 30lb BL XL,Braided Line,Blue,150m,0.22mm,13.5kg,4,1,  120.70 
Lines,Simmons,ExtraSilk - 34lb BL XL,Braided Line,Blue,150m,0.26mm,15.6kg,4,1,  129.80 
Lines,Simmons,ExtraSilk - 46lb BL XL,Braided Line,Blue,150m,0.32mm,21kg,4,1,  132.70 
Lines,Simmons,ExtraSilk - 60lb BL XL,Braided Line,Blue,150m,0.38mm,28kg,4,1,  138.80 
Lines,Simmons,ExtraSilk - 90lb BL XL,Braided Line,Blue,150m,0.45mm,40kg ,4,1,  144.70 
Lines,Simmons,ExtraSilk - 140lb BL XL,Braided Line,Blue,150m,0.60mm,65kg,4,1,  147.70 
Lines,Simmons,ExtraSilk - 6.5lb HK XL,Braided Line,Dark Green,150m,0.08mm,3kg,4,1,  132.80 
Lines,Simmons,ExtraSilk - 9lb HK XL,Braided Line,Dark Green,150m,0.10mm,4kg,4,1,  129.70 
Lines,Simmons,ExtraSilk - 12lb HK XL,Braided Line,Dark Green,150m,0.12mm,5.4kg,4,1,  126.70 
Lines,Simmons,ExtraSilk - 17lb HK XL,Braided Line,Dark Green,150m,0.15mm,8kg,4,1,  120.70 
Lines,Simmons,ExtraSilk - 22lb HK XL,Braided Line,Dark Green,150m,0.18mm,10.2kg,4,1,  120.70 
Lines,Simmons,ExtraSilk - 30lb HK XL,Braided Line,Dark Green,150m,0.22mm,13.5kg,4,1,  120.70 
Lines,Simmons,ExtraSilk - 34lb HK XL,Braided Line,Dark Green,150m,0.26mm,15.6kg,4,1,  129.80 
Lines,Simmons,ExtraSilk - 46lb HK XL,Braided Line,Dark Green,150m,0.32mm,21kg,4,1,  132.70 
Lines,Simmons,ExtraSilk - 60lb HK XL,Braided Line,Dark Green,150m,0.38mm,28kg,4,1,  138.80 
Lines,Simmons,ExtraSilk - 90lb HK XL,Braided Line,Dark Green,150m,0.45mm,40kg ,4,1,  144.70 
Lines,Simmons,ExtraSilk - 140lb HK XL,Braided Line,Dark Green,150m,0.60mm,65kg,4,1,  147.70 
Lines,Snake,Power Braid 13lb GRN 300m,Braided Line,Green,300m,0.10mm,5.9kg,4.5,1,  159.70 
Lines,Snake,Power Braid 18lb GRN 300m,Braided Line,Green,300m,0.13mm,8.2kg,4.5,1,  159.70 
Lines,Snake,Power Braid 20lb GRN 300m,Braided Line,Green,300m,0.15mm,9.2kg ,4.5,1,  169.70 
Lines,Snake,Power Braid 26lb GRN 300m,Braided Line,Green,300m,0.18mm,12kg,4.5,1,  169.70 
Lines,Snake,Power Braid 30lb GRN 300m,Braided Line,Green,300m,0.20mm,13.5kg ,4.5,1,  179.70 
Lines,Snake,Power Braid 39lb GRN 300m,Braided Line,Green,300m,0.24mm,17.7kg,4.5,1,  179.70 
Lines,Snake,Power Braid 50lb GRN 300m,Braided Line,Green,300m,0.28mm,22.8kg,4.5,1,  186.70 
Lines,Snake,Power Braid 63lb GRN 300m,Braided Line,Green,300m,0.33mm,28.5kg,4.5,1,  186.70 
Lines,Snake,Power Braid 79lb GRN 300m,Braided Line,Green,300m,0.38mm,36kg ,4.5,1,  189.70 
Lines,Snake,Power Braid 86lb GRN 300m,Braided Line,Green,300m,0.42mm,39kg,4.5,1,  189.70 
Lines,Snake,Power Braid 99lb GRN 300m,Braided Line,Green,300m,0.48mm,45kg,4.5,1,  198.70 
Lines,Snake,Power Braid 13lb LIM 300m,Braided Line,Yellow-Green,300m,0.10mm,5.9kg,4.5,1,  159.70 
Lines,Snake,Power Braid 18lb LIM 300m,Braided Line,Yellow-Green,300m,0.13mm,8.2kg,4.5,1,  159.70 
Lines,Snake,Power Braid 20lb LIM 300m,Braided Line,Yellow-Green,300m,0.15mm,9.2kg ,4.5,1,  169.70 
Lines,Snake,Power Braid 26lb LIM 300m,Braided Line,Yellow-Green,300m,0.18mm,12kg,4.5,1,  169.70 
Lines,Snake,Power Braid 30lb LIM 300m,Braided Line,Yellow-Green,300m,0.20mm,13.5kg ,4.5,1,  179.70 
Lines,Snake,Power Braid 39lb LIM 300m,Braided Line,Yellow-Green,300m,0.24mm,17.7kg,4.5,1,  179.70 
Lines,Snake,Power Braid 50lb LIM 300m,Braided Line,Yellow-Green,300m,0.28mm,22.8kg,4.5,1,  186.70 
Lines,Snake,Power Braid 63lb LIM 300m,Braided Line,Yellow-Green,300m,0.33mm,28.5kg,4.5,1,  186.70 
Lines,Snake,Power Braid 79lb LIM 300m,Braided Line,Yellow-Green,300m,0.38mm,36kg ,4.5,1,  189.70 
Lines,Snake,Power Braid 86lb LIM 300m,Braided Line,Yellow-Green,300m,0.42mm,39kg,4.5,1,  189.70 
Lines,Snake,Power Braid 99lb LIM 300m,Braided Line,Yellow-Green,300m,0.48mm,45kg,4.5,1,  198.70 
Lines,Snake,Power Braid 13lb SMO 300m,Braided Line,Smoky Gray,300m,0.10mm,5.9kg,4.5,1,  159.70 
Lines,Snake,Power Braid 18lb SMO 300m,Braided Line,Smoky Gray,300m,0.13mm,8.2kg,4.5,1,  159.70 
Lines,Snake,Power Braid 20lb SMO 300m,Braided Line,Smoky Gray,300m,0.15mm,9.2kg ,4.5,1,  169.70 
Lines,Snake,Power Braid 26lb SMO 300m,Braided Line,Smoky Gray,300m,0.18mm,12kg,4.5,1,  169.70 
Lines,Snake,Power Braid 30lb SMO 300m,Braided Line,Smoky Gray,300m,0.20mm,13.5kg ,4.5,1,  179.70 
Lines,Snake,Power Braid 39lb SMO 300m,Braided Line,Smoky Gray,300m,0.24mm,17.7kg,4.5,1,  179.70 
Lines,Snake,Power Braid 50lb SMO 300m,Braided Line,Smoky Gray,300m,0.28mm,22.8kg,4.5,1,  186.70 
Lines,Snake,Power Braid 63lb SMO 300m,Braided Line,Smoky Gray,300m,0.33mm,28.5kg,4.5,1,  186.70 
Lines,Snake,Power Braid 79lb SMO 300m,Braided Line,Smoky Gray,300m,0.38mm,36kg ,4.5,1,  189.70 
Lines,Snake,Power Braid 86lb SMO 300m,Braided Line,Smoky Gray,300m,0.42mm,39kg,4.5,1,  189.70 
Lines,Snake,Power Braid 99lb SMO 300m,Braided Line,Smoky Gray,300m,0.48mm,45kg,4.5,1,  198.70 
Lines,Snake,Ultra Braid 12lb GRN 300m,Braided Line,Green,300m,0.10mm,5.4kg,5,1,  198.60 
Lines,Snake,Ultra Braid 15lb GRN 300m,Braided Line,Green,300m,0.12mm,6.9kg,5,1,  198.60 
Lines,Snake,Ultra Braid 21lb GRN 300m,Braided Line,Green,300m,0.16mm,9.5kg,5,1,  210.60 
Lines,Snake,Ultra Braid 27lb GRN 300m,Braided Line,Green,300m,0.18mm,12.2kg,5,1,  210.60 
Lines,Snake,Ultra Braid 29lb GRN 300m,Braided Line,Green,300m,0.20mm,13.3kg,5,1,  218.60 
Lines,Snake,Ultra Braid 36lb GRN 300m,Braided Line,Green,300m,0.23mm,16.4kg,5,1,  226.60 
Lines,Snake,Ultra Braid 51lb GRN 300m,Braided Line,Green,300m,0.30mm,23kg,5,1,  234.60 
Lines,Snake,Ultra Braid 64lb GRN 300m,Braided Line,Green,300m,0.34mm,29.2kg,5,1,  239.60 
Lines,Snake,Ultra Braid 70lb GRN 300m,Braided Line,Green,300m,0.36mm,32kg,5,1,  239.60 
Lines,Snake,Ultra Braid 128lb GRN 300m,Braided Line,Green,300m,0.50mm,58kg,5,1,  249.60 
Lines,Snake,Ultra Braid 176lb GRN 300m,Braided Line,Green,300m,0.58mm,80kg,5,1,  279.60 
Lines,Snake,Ultra Braid 12lb YLW 300m,Braided Line,Yellow  ,300m,0.10mm,5.4kg,5,1,  198.60 
Lines,Snake,Ultra Braid 15lb YLW 300m,Braided Line,Yellow  ,300m,0.12mm,6.9kg,5,1,  198.60 
Lines,Snake,Ultra Braid 21lb YLW 300m,Braided Line,Yellow  ,300m,0.16mm,9.5kg,5,1,  210.60 
Lines,Snake,Ultra Braid 27lb YLW 300m,Braided Line,Yellow  ,300m,0.18mm,12.2kg,5,1,  210.60 
Lines,Snake,Ultra Braid 29lb YLW 300m,Braided Line,Yellow  ,300m,0.20mm,13.3kg,5,1,  218.60 
Lines,Snake,Ultra Braid 36lb YLW 300m,Braided Line,Yellow  ,300m,0.23mm,16.4kg,5,1,  226.60 
Lines,Snake,Ultra Braid 51lb YLW 300m,Braided Line,Yellow  ,300m,0.30mm,23kg,5,1,  234.60 
Lines,Snake,Ultra Braid 64lb YLW 300m,Braided Line,Yellow  ,300m,0.34mm,29.2kg,5,1,  239.60 
Lines,Snake,Ultra Braid 70lb YLW 300m,Braided Line,Yellow  ,300m,0.36mm,32kg,5,1,  239.60 
Lines,Snake,Ultra Braid 128lb YLW 300m,Braided Line,Yellow  ,300m,0.50mm,58kg,5,1,  249.60 
Lines,Snake,Ultra Braid 176lb YLW 300m,Braided Line,Yellow  ,300m,0.58mm,80kg,5,1,  279.60 
Lines,Solid Materials,HiPower Braid 30lb GR 300m,Braided Line,Light Green,300m,0.24mm,13.6kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 40lb GR 300m,Braided Line,Light Green,300m,0.28mm,18kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 50lb GR 300m,Braided Line,Light Green,300m,0.32mm,22.5kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 65lb GR 300m,Braided Line,Light Green,300m,0.38mm,30kg,5,10,  228.70 
Lines,Solid Materials,HiPower Braid 80lb GR 300m,Braided Line,Light Green,300m,0.44mm,36kg ,5,10,  228.70 
Lines,Solid Materials,HiPower Braid 100lb GR 300m,Braided Line,Light Green,300m,0.50mm,45kg,5,10,  238.80 
Lines,Solid Materials,HiPower Braid 130lb GR 300m,Braided Line,Light Green,300m,0.54mm,60kg,5,10,  238.80 
Lines,Solid Materials,HiPower Braid 180lb GR 300m,Braided Line,Light Green,300m,0.60mm,82kg,5,10,  248.70 
Lines,Solid Materials,HiPower Braid 240lb GR 300m,Braided Line,Light Green,300m,0.66mm,110kg,5,10,  317.70 
Lines,Solid Materials,HiPower Braid 320lb GR 300m,Braided Line,Light Green,300m,0.70mm,145kg,5,10,  379.70 
Lines,Solid Materials,HiPower Braid 450lb GR 300m,Braided Line,Light Green,300m,0.80mm,205kg,5,10,  448.70 
Lines,Solid Materials,HiPower Braid 30lb LEM 300m,Braided Line,Yellow,300m,0.24mm,13.6kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 40lb LEM 300m,Braided Line,Yellow,300m,0.28mm,18kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 50lb LEM 300m,Braided Line,Yellow,300m,0.32mm,22.5kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 65lb LEM 300m,Braided Line,Yellow,300m,0.38mm,30kg,5,10,  228.70 
Lines,Solid Materials,HiPower Braid 80lb LEM 300m,Braided Line,Yellow,300m,0.44mm,36kg ,5,10,  228.70 
Lines,Solid Materials,HiPower Braid 100lb LEM 300m,Braided Line,Yellow,300m,0.50mm,45kg,5,10,  238.80 
Lines,Solid Materials,HiPower Braid 130lb LEM 300m,Braided Line,Yellow,300m,0.54mm,60kg,5,10,  238.80 
Lines,Solid Materials,HiPower Braid 180lb LEM 300m,Braided Line,Yellow,300m,0.60mm,82kg,5,10,  248.70 
Lines,Solid Materials,HiPower Braid 240lb LEM 300m,Braided Line,Yellow,300m,0.66mm,110kg,5,10,  317.70 
Lines,Solid Materials,HiPower Braid 320lb LEM 300m,Braided Line,Yellow,300m,0.70mm,145kg,5,10,  379.70 
Lines,Solid Materials,HiPower Braid 450lb LEM 300m,Braided Line,Yellow,300m,0.80mm,205kg,5,10,  448.70 
Lines,Solid Materials,HiPower Braid 30lb SNOW 300m,Braided Line,White,300m,0.24mm,13.6kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 40lb SNOW 300m,Braided Line,White,300m,0.28mm,18kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 50lb SNOW 300m,Braided Line,White,300m,0.32mm,22.5kg,5,10,  218.70 
Lines,Solid Materials,HiPower Braid 65lb SNOW 300m,Braided Line,White,300m,0.38mm,30kg,5,10,  228.70 
Lines,Solid Materials,HiPower Braid 80lb SNOW 300m,Braided Line,White,300m,0.44mm,36kg ,5,10,  228.70 
Lines,Solid Materials,HiPower Braid 100lb SNOW 300m,Braided Line,White,300m,0.50mm,45kg,5,10,  238.80 
Lines,Solid Materials,HiPower Braid 130lb SNOW 300m,Braided Line,White,300m,0.54mm,60kg,5,10,  238.80 
Lines,Solid Materials,HiPower Braid 180lb SNOW 300m,Braided Line,White,300m,0.60mm,82kg,5,10,  248.70 
Lines,Solid Materials,HiPower Braid 240lb SNOW 300m,Braided Line,White,300m,0.66mm,110kg,5,10,  317.70 
Lines,Solid Materials,HiPower Braid 320lb SNOW 300m,Braided Line,White,300m,0.70mm,145kg,5,10,  379.70 
Lines,Solid Materials,HiPower Braid 450lb SNOW 300m,Braided Line,White,300m,0.80mm,205kg,5,10,  448.70 
